long,lat
110.3199904,20.00513808
110.325027,20.01078523
110.5767521,19.95222833
110.3150925,20.03520117
110.2903723,19.99099911
110.2986332,20.02415241
110.2565779,20.0268406
110.3443824,19.98933606
110.3595099,19.98990415
110.313592,20.02856742
110.3065468,20.02579866
110.3433322,20.03637603
110.3514437,20.0653347
110.3276144,20.0267966
110.3403088,20.05411626
110.2916354,20.02619559
110.2996787,20.01497112
110.3307369,20.01701152
110.3362459,20.03115582
110.3239051,19.99857422
110.3337543,20.05331188
110.3331049,20.0119418
110.3695271,20.01677153
110.2832097,20.01834802
110.3539405,20.00983355
110.3411863,20.06501563
110.3151408,20.02665099
110.2787906,20.01934175
110.3744806,20.0182009
110.3246409,20.00840399
110.278203,20.00547884
110.2882988,20.02587489
110.3293887,20.02166595
110.3095696,20.02564824
110.3148285,20.02615815
110.3184354,20.03099748
110.3193655,20.03025612
110.3197377,20.03003423
110.3120664,20.0262973
110.3139472,20.02863883
110.2785468,20.02058003
110.3196559,20.04750987
110.3212727,20.04132771
110.3319705,20.04990445
110.3325421,20.05185598
110.32138,20.03092288
110.3238759,20.02277838
110.3460915,20.03245782
110.3213343,20.02646426
110.3242717,20.02954725
110.3187412,20.02306932
110.3228183,20.02162043
110.2855745,20.01460304
110.3530452,20.0311117
110.3330535,20.04100002
110.3346117,20.02877193
110.3551472,20.02816881
110.3448632,20.03146219
110.2772052,20.00671687
110.3326036,20.03945059
110.3355793,20.03293656
110.3364282,20.0370884
110.3449668,20.03450553
110.3418794,20.03500855
110.3394322,20.02641293
110.316626,20.01796503
110.345662,20.02185878
110.3465042,20.02121075
110.2848053,20.00239484
110.3295511,20.02612235
110.3587932,20.02731633
110.3012533,20.00364015
110.2997044,19.9998345
110.3555993,19.99096116
110.3150247,20.03409438
110.3043571,20.02552117
110.3320449,20.03825867
110.2267199,20.04293079
110.2298423,20.04072245
110.3479572,20.05872927
110.2885116,20.02244576
110.3576293,20.03033665
110.3491176,20.04302125
110.3485178,20.02548776
110.3331749,20.02756565
110.3436487,20.03283252
110.3042519,20.01444315
110.3325537,20.03998813
110.3287724,20.03398235
110.3350117,20.03047959
110.3206858,20.04463856
110.3281409,20.07036863
110.3591755,19.99018289
110.2961798,20.02024997
110.2952215,20.01987711
110.3223597,20.03305379
110.3247083,20.03679543
110.3271946,20.03976716
110.3099178,20.00703115
110.3570463,20.0321871
110.3447105,20.03192985
110.3388512,20.03111191
110.3351949,20.03901232
110.339653,20.03937527
110.3433908,20.06055392
110.3351704,20.02867879
110.3296311,20.02278943
110.3382482,20.03641043
110.3382685,20.06869507
110.3383856,20.02364458
110.2946772,20.02566774
110.3107702,20.02443809
110.1832352,20.06170066
110.2640982,19.99768241
110.3339479,20.03341804
110.2635286,19.99771974
110.2627112,19.99720872
110.3596325,19.99317969
110.3512361,20.0270844
110.3478494,20.05872745
110.3066696,20.00478499
110.3571709,20.03477205
110.3357099,20.03543939
110.3351518,20.06086447
110.3374852,20.06885667
110.2879578,19.99699234
110.3705992,20.04077613
110.3701949,20.03965669
110.370115,20.0400291
110.3146109,20.02701026
110.3178198,20.03057828
110.320915,20.03089473
110.3147865,20.02749634
110.318649,20.03070783
110.2921814,20.02801733
110.313086,20.03027175
110.2389684,20.03023403
110.3368566,20.03037503
110.3369561,20.05490716
110.3059659,20.02601084
110.3261278,20.06356186
110.3369899,20.05777246
110.3145321,20.02625177
110.2830342,20.01371437
110.3419257,19.98864095
110.340561,20.00126094
110.3107208,19.99562024
110.2391182,20.03469179
110.3257047,20.04382736
110.2937531,20.01983326
110.3523808,20.0267602
110.3480901,20.01746684
110.3508461,20.04163814
110.2954241,20.02090766
110.3049847,20.02894695
110.3422231,20.06381374
110.288575,20.03191554
110.3487798,20.05347549
110.3362859,20.03036009
110.3228358,20.03143755
110.3563716,19.99500028
110.3335945,20.0370307
110.3460968,20.02716742
110.2905022,20.02723304
110.3563371,20.00462934
110.3097979,20.03086116
110.3371416,20.05691647
110.2967438,20.02086862
110.3558638,20.02793646
110.3140701,20.02724444
110.3369311,19.99802401
110.3175039,20.02357005
110.3353952,20.06235224
110.3203577,20.02293017
110.33257,20.03398212
110.3572066,19.98217831
110.3209813,19.90609955
110.1886194,20.05777522
110.1911259,20.05873646
110.3383217,20.06257393
110.3225172,19.99798136
110.2858294,20.00878889
110.3187505,19.89939432
110.3263992,19.90795677
110.2923712,19.86890551
110.1881224,20.06057264
110.33532,20.03146482
110.3336176,20.03444952
110.2974569,20.03218892
110.2968517,20.01837539
110.3782665,19.99798822
110.1919353,20.05934437
110.3065936,20.02685646
110.1917148,20.06058501
110.1890701,20.06080953
110.3528822,20.03773547
110.355076,20.03542394
110.5224787,19.96217592
110.3946405,19.98090735
110.3465567,19.9904601
110.3455882,20.02014049
110.1866547,20.05968326
110.2981514,20.01754268
110.3464396,20.05529811
110.3531802,20.02623343
110.3700395,20.0130548
110.2963394,19.98368435
110.3134523,20.02805224
110.1591653,20.02959587
110.3202176,20.02933975
110.3523362,20.04045163
110.3282617,20.06938459
110.3152766,20.04403015
110.2913792,20.0179461
110.344179,20.02382008
110.3273934,19.99726749
110.3442689,20.06152113
110.3540642,20.01088722
110.3452779,20.05756806
110.2771218,19.99699487
110.258626,20.00707959
110.3320697,20.00217265
110.3255,19.98959872
110.2949834,19.99095043
110.3531865,20.00205833
110.3346476,20.00881829
110.2958514,19.98134915
110.3465045,20.03468993
110.3352849,20.03351859
110.3096089,20.01887454
110.3499138,20.0657987
110.3008475,19.99571423
110.4271152,19.95260664
110.3128424,20.03322565
110.3054798,20.02791425
110.2810716,20.02041619
110.3328215,20.07098823
110.3451623,20.05509922
110.2879629,20.03476271
110.3134836,20.04174354
110.1945318,20.05966611
110.3162295,20.00607688
110.3162085,20.00693764
110.2986143,20.02280131
110.3498796,20.05081339
110.362701,19.99057097
110.3378426,19.98973142
110.2799681,19.99865631
110.3602463,20.0135717
110.3591107,20.02587265
110.2976838,19.98698902
110.3486468,20.03921292
110.3314343,20.03724499
110.2812055,20.01762071
110.3511279,20.03494511
110.3303836,20.01904288
110.3209148,20.01529478
110.3284525,20.06488752
110.340362,20.02966991
110.329535,20.06741854
110.2465967,19.77279036
110.2774596,20.01241435
110.3298024,20.02945663
110.3331376,20.07472269
110.3459181,20.02770518
110.3378804,20.04961605
110.3384997,20.07427023
110.2396396,20.0292745
110.3312508,20.01736984
110.3087031,20.03027861
110.3749107,19.96627733
110.328025,19.99798188
110.2973725,19.98475064
110.2831874,20.02613651
110.3330227,20.03874621
110.343162,20.06638515
110.3272847,19.9957114
110.3010171,19.9775849
110.3169044,20.0179565
110.2525137,20.01631058
110.3339453,20.00630853
110.3386066,20.03402478
110.3591911,20.03443663
110.2967909,19.99778637
110.3031021,20.03549656
110.2914267,20.02702257
110.3367925,20.05497152
110.3334878,20.0159404
110.3603823,19.98975671
110.3219698,20.00958604
110.3459642,20.02439535
110.3253316,20.023247
110.2978585,20.02618131
110.3173541,20.06328221
110.3308556,19.99783035
110.3282571,19.98510574
110.3447641,20.05640202
110.3008522,20.000264
110.2109555,20.05327499
110.2240917,20.04231694
110.3565434,20.02911435
110.4644469,19.94295838
110.2991246,19.99756353
110.3401256,20.06578022
110.3443903,20.06795221
110.3228351,20.06394945
110.3341629,20.06310019
110.3239583,20.03106711
110.3519224,20.0717822
110.3022353,20.02472206
110.244394,20.02194482
110.3140801,20.02570215
110.2891303,20.00921594
110.2491101,19.78208935
110.3112576,19.99556423
110.326449,20.02605821
110.3302911,20.01314215
110.3292201,20.02119288
110.3223184,20.02208476
110.3150252,20.02295513
110.3219136,19.99713079
110.3174197,20.03029479
110.3172367,20.01794387
110.3564595,20.01236857
110.326278,19.99518188
110.3131167,19.99574802
110.3181767,20.01704437
110.2867501,20.02744722
110.3581458,20.04017
110.3181372,20.02944074
110.3281162,20.02752925
110.2775042,20.0195112
110.3567015,20.04063065
110.3364555,19.99282959
110.3209233,20.04518256
110.2981171,20.02443445
110.3333934,20.02804663
110.313095,20.0292659
110.304344,20.02792819
110.3283977,20.06491765
110.3275818,20.03876359
110.2882141,20.00301501
110.2957675,20.02215218
110.349755,20.01003477
110.3328606,20.06675467
110.3128837,20.06301922
110.2989065,20.02676815
110.3201288,20.03030672
110.31992,20.03485689
110.3100456,20.00588597
110.3714931,20.01642884
110.3187096,19.99702474
110.3106684,20.02488465
110.3464329,20.02945772
110.3407436,20.02100701
110.3486485,20.02565366
110.303154,20.03529831
110.3419342,20.07534676
110.3154135,20.04099138
110.2631919,19.99648788
110.3492093,20.02544652
110.3602393,20.01338756
110.3234856,20.06475387
110.3521402,20.02850806
110.1499719,20.0400442
110.3372953,19.99783918
110.3136804,20.01807354
110.3311607,20.02161854
110.3355553,20.07340504
110.3333596,20.06520744
110.2873373,20.02592019
110.2183736,19.93183752
110.3239081,19.99829298
110.3588471,19.99015838
110.3363257,20.07040012
110.2806161,20.02244237
110.1920264,20.06094285
110.3466961,20.05389249
110.3088913,20.00013724
110.3136201,20.02561692
110.3196058,20.01384604
110.3213295,19.9838959
110.3176871,20.02967778
110.3236373,20.04399143
110.3446403,20.05773934
110.2300464,20.04092677
110.2475614,20.01595231
110.3214718,20.03131503
110.3169544,20.01636509
110.3192289,20.04608249
110.3101351,20.03160618
110.3351503,20.03238791
110.356648,20.03285829
110.3402965,19.98392603
110.3166579,20.01987055
110.3326832,20.00566939
110.3181967,20.01750072
110.3320253,20.07055138
110.2797078,19.99152066
110.3584302,20.00398851
110.3387674,20.03003725
110.3403198,20.03408065
110.3407644,20.02382532
110.3279403,20.05211696
110.3378515,19.99096142
110.3083301,20.02638003
110.2780064,20.0220468
110.3359593,19.99795078
110.351325,20.02568809
110.33455,20.06323356
110.3218909,20.03083884
110.3444136,20.0605821
110.3074629,20.02558989
110.3277937,20.01378145
110.3172598,20.03524419
110.2809669,20.01755693
110.282493,20.0126271
110.3474973,20.05661833
110.3401172,20.03486767
110.3228366,20.01571549
110.4479766,19.90817776
110.2980563,20.02242288
110.3344801,20.04528186
110.3567959,20.01195069
110.3370069,19.99906473
110.5424767,19.84636896
110.2933789,19.99783853
110.282412,20.01568574
110.2819436,20.01588944
110.2952014,20.02384244
110.3068331,20.02661884
110.2497608,20.02422729
110.3107539,19.9909533
110.3385598,20.01306446
110.2808144,19.99192179
110.2614282,19.89469101
110.3469157,19.9950853
110.3002535,19.99807115
110.2798741,20.02080982
110.3395296,20.05183882
110.3716778,20.01595623
110.3338183,20.01134696
110.3239783,20.03003722
110.3111483,20.02565543
110.2460334,20.0149503
110.328768,20.02291317
110.3155397,20.03101787
110.2980033,20.02489501
110.2838885,20.02333735
110.297717,20.0216858
110.3106412,19.98942423
110.3689978,20.01945843
110.3521103,20.02694981
110.3213079,19.99797864
110.3105769,19.99782232
110.2975115,19.98070707
110.3003912,19.9992399
110.3375031,20.03159883
110.3228861,20.04182907
110.3024524,20.0152158
110.341795,19.98803268
110.3673239,20.01368479
110.3357619,20.07184337
110.3294654,20.04315964
110.3414222,20.05827964
110.3194354,20.02907701
110.3402253,20.06694299
110.3453669,20.05496174
110.2820478,20.00914972
110.3455029,20.04767548
110.3419476,20.04694131
110.3266092,19.99696273
110.3256672,19.99709663
110.3403771,19.98867182
110.3173538,19.99312103
110.3437498,19.98890584
110.3463303,19.98866301
110.3287822,19.99884715
110.3330456,20.00074761
110.1863772,20.05972579
110.189013,20.06045914
110.3243181,20.00011271
110.3157423,20.06841142
110.299323,20.02182038
110.1904206,20.0588393
110.1885703,20.05802534
110.3410777,20.02406894
110.3102352,20.02621152
110.3238048,20.04792637
110.2824021,20.01375314
110.3412779,20.05074268
110.3401924,20.02841218
110.3005159,19.99993828
110.2957974,20.02321702
110.3606731,20.04041935
110.3582273,20.02702296
110.3235786,20.02242265
110.367256,20.03240042
110.3675987,20.0265291
110.3520802,20.01120479
110.336525,20.05740603
110.3088913,19.99964884
110.2009092,20.04511956
110.3557959,19.99045443
110.3372713,20.05723049
110.3567864,19.92449738
110.3009401,19.99867754
110.318901,19.99976065
110.3376599,19.99167737
110.3362871,19.98736837
110.3529654,19.99324638
110.2628781,19.99660013
110.2842096,19.99368132
110.3209821,20.00642127
110.3697965,20.01987377
110.3927544,20.00612098
110.2872344,20.00686349
110.2811726,20.01795603
110.34058,20.03998606
110.3204607,20.03674744
110.3334565,20.00437285
110.2941422,20.02510306
110.3553837,20.04807092
110.335591,20.0392868
110.2889619,20.00364154
110.3293676,20.02364464
110.3155818,20.02822748
110.2838432,20.01214211
110.3267219,20.03582379
110.2939885,20.02384925
110.313682,20.024647
110.3551244,20.00606448
110.3424438,20.02241206
110.3207321,20.03678896
110.3175644,20.02900745
110.3282058,20.01155381
110.3289705,20.0429444
110.3218229,20.03242328
110.304092,20.00016856
110.3222034,20.06453613
110.2800141,20.01808641
110.3166681,20.03516623
110.2963936,20.01813089
110.3555665,20.04538941
110.3238049,20.06398864
110.2888248,20.02905383
110.3482576,20.03824179
110.2891875,20.02271608
110.3226273,20.02957039
110.3090429,20.00146107
110.3188683,20.01556785
110.3319521,20.0377254
110.3552382,20.00643861
110.3577849,20.01403186
110.3002382,20.00392904
110.3693201,20.02399579
110.3468923,20.04151891
110.287883,20.0155949
110.3056476,20.0254319
110.3464631,20.02499596
110.31343,20.03580372
110.2833928,20.01176733
110.3153601,20.03061988
110.2890467,20.02369609
110.304152,20.01593856
110.2879621,20.02905398
110.3196428,20.03032766
110.3368596,20.03097852
110.3079313,20.01912771
110.2783981,20.01836234
110.3060597,20.02597565
110.28356,20.0030659
110.2930664,20.01770649
110.3093684,19.99861613
110.2877335,20.02817055
110.3450847,20.03168397
110.1581635,20.02836202
110.3012317,19.97787779
110.3158891,20.02795869
110.3182051,20.02904028
110.2952335,20.02100603
110.319537,20.03120758
110.3496464,20.04577762
110.3223102,20.02660653
110.3336965,20.03383987
110.2941504,20.01937729
110.3509897,20.00508354
110.2905799,20.02999522
110.3155428,20.02992496
110.3090579,20.00086655
110.31868,20.02973697
110.2808101,20.01597479
110.277725,20.01789164
110.3316264,20.02638761
110.3581671,20.01428848
110.3608384,20.02854825
110.3336852,20.040005
110.2907932,20.01768971
110.2914874,20.03059245
110.3332438,20.06672592
110.3145899,20.02905399
110.2980134,19.98362771
110.306076,20.03926164
110.314064,20.02902693
110.3008802,19.99933218
110.3456128,20.06531785
110.2885366,20.02233664
110.3434102,20.03235455
110.298743,20.02356475
110.303732,20.03221678
110.3384618,20.03686441
110.2920525,20.02865104
110.3485692,20.05399028
110.319091,20.03135755
110.2847583,20.00316354
110.3545523,20.04845759
110.3299019,20.03441556
110.3504866,20.06544242
110.3091494,20.02662279
110.3122769,20.02593362
110.3160698,20.02587763
110.317893,20.02285473
110.3194716,20.02297387
110.3211505,20.03118653
110.3500831,20.01402252
110.2975985,20.01548083
110.3353354,20.00395494
110.2787926,20.01848704
110.3123417,20.00735107
110.3072711,20.00972405
110.3320227,20.04258629
110.3297665,20.02895829
110.3331243,20.04121506
110.2819201,20.00789883
110.3337381,20.03812934
110.3335595,20.03787547
110.3345024,20.03892656
110.3357979,20.0323997
110.3391616,20.03032968
110.3320937,20.04050644
110.2945425,20.02359121
110.3030985,20.00846211
110.3355553,20.07340504
110.3393021,20.03304567
110.338317,20.03879428
110.3510652,20.03171954
110.3308719,20.07012923
110.2861057,20.01456334
110.3573877,20.03234069
110.3427676,20.03275405
110.3405862,20.03507198
110.3216616,20.06473832
110.3206097,20.03009164
110.3349399,20.03080399
110.2939708,20.01866697
110.2972559,20.01936659
110.3291498,20.01128779
110.3326869,20.01021016
110.3515212,20.03282568
110.3366336,20.00124425
110.3404002,20.04347228
110.3499388,20.02598571
110.3577762,20.02704969
110.3582983,20.02507824
110.2817901,19.99200377
110.3525834,20.02710615
110.3527938,20.03034449
110.3509984,20.03010431
110.3457394,20.02926179
110.3439243,20.0474161
110.3021385,20.00493378
110.3191677,20.01457747
110.322616,20.01600114
110.3235123,20.01094124
110.3276102,20.03031653
110.3299089,20.03355683
110.3304027,20.03473187
110.3351811,20.03480085
110.3291696,20.03321996
110.3288144,20.03233391
110.3187011,20.02627506
110.3501126,20.04191362
110.356565,20.03599602
110.3570893,20.0313083
110.3317056,20.00078219
110.2815709,20.02112622
110.2843936,20.02649737
110.2842409,20.02575694
110.289932,20.02899929
110.3007572,20.00350485
110.3089458,20.02727269
110.2896911,20.03553804
110.2897031,20.03535187
110.3349293,20.00360042
110.3244533,20.00889575
110.3220574,20.03355578
110.3226475,20.02436503
110.325028,20.02933664
110.2766111,20.00324957
110.3492043,20.04548014
110.2996402,20.02686106
110.3707221,20.03969608
110.3183277,20.04907866
110.3355103,20.07445198
110.3335247,20.07436367
110.3487548,20.05356961
110.3376428,20.03265745
110.3604121,20.02968984
110.2483172,19.78204328
110.3366863,20.06239785
110.3327315,20.03660499
110.3017322,20.02640028
110.3371687,20.05409909
110.319435,19.99790911
110.3409268,20.02924251
110.3440549,20.07018766
110.3240647,20.01932115
110.3274433,20.03559322
110.3357,20.07255607
110.3196326,19.9964095
110.3202438,20.00640365
110.3289436,20.02231334
110.3058051,20.00955444
110.3231699,19.99442216
110.3720601,20.01917045
110.3330458,19.99707256
110.2081076,20.05271462
110.3514108,20.06479331
110.279167,20.02174335
110.3445555,20.05585794
110.3050756,20.00926845
110.3252996,20.06501364
110.3381739,19.98848976
110.3384693,20.02572415
110.3360671,19.99735508
110.3147117,20.02748046
110.2980971,20.02448853
110.3362484,20.00295139
110.3297793,20.07004024
110.3769389,20.02487286
110.3164052,20.02429669
110.3176104,20.02890528
110.3569386,20.03140062
110.3440803,20.06097202
110.3311134,20.01055544
110.3575933,20.05031626
110.3413637,20.01132983
110.3283116,20.07059749
110.3053689,20.0295488
110.3720233,20.01681254
110.3263791,20.02693507
110.3038247,20.03606382
110.3179918,20.02439883
110.215329,19.85606894
110.3407491,20.06830915
110.3538697,20.06764455
110.3417345,20.02024556
110.3173666,20.01515431
110.1947182,20.05944324
110.6793956,19.80229849
110.3317635,20.03815511
110.3314063,20.03821584
110.3377089,20.02664433
110.3574116,20.03188027
110.3308313,20.02552541
110.331588,20.037613
110.3441451,20.02339979
110.3141836,20.0309353
110.3378079,20.04224709
110.3240309,20.03635936
110.3242742,20.0006012
110.3491224,20.04685742
110.3227529,20.0331231
110.3351424,20.03173939
110.3367183,20.0418468
110.3185795,20.00397976
110.3277972,20.00313559
110.3258883,20.02513651
110.3247363,20.01652555
110.3208013,20.01168599
110.3234143,20.01610672
110.337375,20.00193243
110.3285974,20.02167947
110.3386322,20.0020792
110.3360327,20.00566105
110.3361715,20.00516537
110.3440551,19.98829878
110.33715,20.06831685
110.3253663,20.00850369
110.3189296,20.00683848
110.3328267,20.02724905
110.2888248,20.02940813
110.3418281,20.02287657
110.3386706,20.03035061
110.3178099,20.0301049
110.338693,20.00343922
110.3450608,20.01037532
110.3069305,20.01679652
110.366073,19.99448751
110.3509616,19.99008113
110.3107696,19.99635576
110.3449004,20.00596194
110.3629927,19.98679241
110.305555,20.00059542
110.2927299,20.00017441
110.3048951,20.00638836
110.3593126,20.02167886
110.3727664,20.03048002
110.2767511,19.99962642
110.2851299,20.00004649
110.3557707,19.99487614
110.3077591,20.02969378
110.34111,20.03519325
110.344418,20.05301484
110.3393276,20.00274846
110.3297024,20.03294372
110.3224094,20.03759046
110.3253309,20.03700942
110.2599657,19.99868213
110.2625816,20.00983828
110.2535326,20.01327794
110.2778789,20.01594386
110.3238226,19.99140842
110.3254901,19.98871801
110.2648039,20.01313787
110.3230846,20.02462042
110.3102006,20.0187694
110.3272214,20.02423422
110.3321979,20.03208125
110.3353372,20.02564396
110.3423275,20.03253167
110.3482774,20.02221646
110.3394071,20.06820155
110.3161616,20.0274978
110.3456538,20.006456
110.3596719,20.00264449
110.2826956,20.01468858
110.2825049,20.01473584
110.3458432,20.02801857
110.3578651,20.02509393
110.3009428,20.02470917
110.2783703,20.0153919
110.2803093,20.00555768
110.2875613,19.99908861
110.312097,20.03193393
110.3465718,20.06529112
110.3725539,20.02836952
110.3044015,20.03678845
110.357897,19.98881874
110.320748,20.01961068
110.3137299,20.02562472
110.3651847,20.02911148
110.2777409,20.01841005
110.365976,20.01679117
110.3618495,20.00978317
110.3618943,20.01357025
110.2973411,20.01267489
110.2950837,20.00201948
110.2974051,20.01176003
110.3235763,20.00871327
110.3205728,20.06954233
110.287604,20.02245897
110.2827822,20.02054434
110.3304561,20.06440731
110.3220658,20.06411604
110.3360669,20.05793433
110.3321197,20.03912924
110.3321595,20.04073049
110.3038937,20.03241668
110.3765079,19.99738746
110.2899185,20.02046922
110.3171706,20.04312489
110.3200552,20.06310901
110.3224618,20.04687905
110.3208733,20.04749657
110.3487934,20.04041966
110.3494002,20.04032853
110.3029826,20.01125263
110.3495311,19.99809123
110.3117495,20.01740449
110.3109671,20.01743092
110.3480387,20.00714435
110.3537888,20.04993507
110.3633702,20.04139521
110.3716879,19.99558829
110.3551051,19.99355512
110.362957,20.00065198
110.3784731,19.98160841
110.3368677,19.98901064
110.2911369,20.03180295
110.3220909,20.02087219
110.3721361,20.0365628
110.3499779,20.02225855
110.3217796,20.00182895
110.3185942,20.02932479
110.357574,20.03867565
110.3348603,20.02515546
110.3004391,20.01857289
110.3721164,19.99281849
110.3503486,20.01297119
110.3522548,20.07029142
110.3415244,20.06844383
110.3266176,19.98895206
110.3593954,20.04124396
110.307403,20.00630198
110.3304519,19.99073022
110.3499983,20.05137565
110.332613,20.06886487
110.3328735,20.06795263
110.3691725,20.02098547
110.3472709,19.99519777
110.3605799,19.99048602
110.3329413,20.05034497
110.3437784,20.05285887
110.2804896,20.0160472
110.3369338,20.06240539
110.3450122,19.98590007
110.3464479,19.99002793
110.3181882,20.02643615
110.3334603,20.06596188
110.3622237,20.01218762
110.4977714,20.02038914
110.3328539,20.02369604
110.3253743,20.00941543
110.3356464,20.04874453
